uniqueID,partyAbbrev,partyName,partyFrom,partyTo,partyChangedName,partySimplifiedName,partySpecificDateInputted,partyComments
Fairbairn1855,NAT,Nationalist Party,1917-07-01,NA,NA,Nationalist Party,NA,NA
Fairbairn1897,UAP,United Australia Party,NA,NA,NA,United Australia Party,NA,NA
Fairbairn1917,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Fairhall1909,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Falconer1943,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Falinski1970,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Falkinder1921,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Falkiner1867,LIB,Liberal Party of Australia,NA,1914-09-05,NA,Liberals,NA,NA
Falkiner1867,NAT,Nationalist Party,1917-05-05,NA,NA,Nationalist Party,NA,NA
Falstein1914,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Farmer1962,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Farrell1954,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Faruqi1963,GRN,Australian Greens,NA,NA,NA,Australian Greens,NA,NA
Fatin1941,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Faulkner1954,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Fawcett1963,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Feeney1970,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Fenton1864,ALP,Australian Labor Party,NA,1931-01-01,NA,Labor,NA,NA
Fenton1864,UAP,United Australia Party,1931-01-01,NA,NA,United Australia Party,NA,NA
Ferguson1830,FT,Free Trade,NA,NA,NA,Free Trade,NA,NA
Ferguson1943,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Ferguson1952,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Ferguson1953,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Ferguson1974,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Ferricks1875,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Ferris1941,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Field1910,IND,Independent,NA,NA,NA,Independent,NA,NA
Fielding1960,FFP,Family First Party,NA,NA,NA,Family First Party,NA,NA
FierravantiWells1960,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Fife1929,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Fifield1967,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Filing1955,IND,Independent,1995-06-01,NA,NA,Independent,NA,NA
Filing1955,LIB,Liberal Party of Australia,NA,1995-06-01,NA,Liberals,NA,NA
Findley1864,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Finlay1887,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Finlayson1867,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Fischer1946,NPA,National Party of Australia,NA,NA,NA,Nationals,NA,NA
Fisher1862,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Fisher1936,CP,Australian Country Party,NA,1975-05-03,1,Nationals,NA,NA
Fisher1936,NCP,National Country Party,1975-05-03,1982-10-17,1,Nationals,NA,NA
Fisher1936,NPA,National Party of Australia,1982-10-17,NA,NA,Nationals,NA,NA
Fisher1962,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Fisken1897,UAP,United Australia Party,NA,NA,NA,United Australia Party,NA,NA
Fitzgerald1910,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Fitzgerald1910,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Fitzgibbon1936,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Fitzgibbon1962,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
FitzPatrick1915,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Fleming1874,CP,Australian Country Party,1921-01-01,NA,NA,Nationals,NA,NA
Fleming1874,LIB,Liberal Party of Australia,NA,1917-02-17,NA,Liberals,NA,NA
Fleming1874,NAT,Nationalist Party,1917-02-17,1919-01-01,NA,Nationalist Party,NA,NA
Fleming1874,NAT & FARMERS,Nationalist and Farmers,1919-01-01,1921-01-01,NA,Nationalist and Farmers,NA,NA
Fletcher1965,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Flint1978,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Foley1872,NAT,Nationalist Party,NA,NA,NA,Nationalist Party,NA,NA
Foll1890,NAT,Nationalist Party,NA,1931-01-01,NA,Nationalist Party,1,NA
Foll1890,UAP,United Australia Party,1931-01-01,NA,NA,United Australia Party,1,NA
Forbes1923,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Ford1936,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Forde1890,ALP,Australian Labor Party,NA,1931-01-01,NA,Labor,NA,NA
Forde1890,ALP,Australian Labor Party,1936-01-01,NA,NA,Labor,NA,NA
Forde1890,FLP,Federal Labor Party,1931-01-01,1936-01-01,NA,Federal Labor Party,NA,NA
Foreman1933,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Forrest1847,LIB,Liberal Party of Australia,1910-01-01,1917-02-17,NA,Liberal Party of Australia,NA,NA
Forrest1847,NAT,Nationalist Party,1917-02-17,NA,NA,Nationalist Party,NA,NA
Forrest1847,PROT,Protectionist Party,NA,1906-01-01,NA,Protectionist Party,NA,NA
Forrest1847,WAP,Western Australia Party,1906-01-01,1910-01-01,NA,Western Australia Party,NA,NA
Forrest1949,NP,The Nationals,2003-10-01,NA,NA,Nationals,NA,NA
Forrest1949,NPA,National Party of Australia,NA,2003-10-01,NA,Nationals,NA,NA
Forshaw1952,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Foster1856,ANTI-SOC,Anti-Socialist Party,NA,1910-01-01,NA,Anti-Socialist Party,NA,NA
Foster1856,LIB,Liberal Party of Australia,1910-01-01,1917-02-17,NA,Liberal Party of Australia,NA,NA
Foster1856,LIB,Liberal Party of Australia,1922-01-01,1925-01-01,NA,Liberal Party of Australia,NA,NA
Foster1856,NAT,Nationalist Party,1917-02-17,1922-01-01,NA,Nationalist Party,NA,NA
Foster1856,NAT,Nationalist Party,1925-01-01,NA,NA,Nationalist Party,NA,NA
Foster1872,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Foster1884,NAT,Nationalist Party,NA,NA,NA,Nationalist Party,NA,NA
Foster1921,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Fowler1865,ALP,Australian Labor Party,NA,1910-01-01,NA,Labor,NA,NA
Fowler1865,LIB,Liberal Party of Australia,1910-01-01,1917-02-17,NA,Liberal Party of Australia,NA,NA
Fowler1865,NAT,Nationalist Party,1917-02-17,NA,NA,Nationalist Party,NA,NA
Fox1912,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Foxton1849,ANTI-SOC,Anti-Socialist Party,NA,NA,NA,Anti-Socialist Party,NA,NA
Francis1873,NAT,Nationalist Party,NA,NA,NA,Nationalist Party,NA,NA
Francis1881,IND NAT,Independent National(ist),NA,1922-01-01,NA,Independent National(ist),NA,NA
Francis1881,NAT,Nationalist Party,1922-01-01,NA,NA,Nationalist Party,NA,NA
Francis1890,LIB,Liberal Party of Australia,1941-01-01,NA,NA,Liberal Party of Australia,NA,NA
Francis1890,NAT,Nationalist Party,NA,1931-01-01,NA,Nationalist Party,NA,NA
Francis1890,UAP,United Australia Party,1931-01-01,1941-01-01,NA,United Australia Party,NA,NA
Fraser1832,ANTI-SOC,Anti-Socialist Party,1906-01-01,NA,NA,Anti-Socialist Party,1,NA
Fraser1832,PROT,Protectionist Party,NA,1906-01-01,NA,Protectionist Party,1,NA
Fraser1889,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Fraser1892,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Fraser1902,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Fraser1908,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Fraser1930,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Frazer1880,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Free1943,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Freelander1953,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Freeth1914,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Frost1882,ALP,Australian Labor Party,NA,1931-12-19,NA,Labor,NA,NA
Frost1882,ALP,Australian Labor Party,1936-01-01,NA,NA,Labor,NA,NA
Frost1882,FLP,Federal Labor Party,1934-09-15,1936-01-01,NA,Federal Labor Party,NA,NA
Fry1920,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Frydenberg1971,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Fuller1861,ANTI-SOC,Anti-Socialist Party,1906-01-01,1910-01-01,NA,Anti-Socialist Party,NA,Name change
Fuller1861,FT,Free Trade,NA,1906-01-01,NA,Free Trade,NA,NA
Fuller1861,LIB,Liberal Party of Australia,1910-01-01,NA,NA,Liberal Party of Australia,NA,NA
Fuller1893,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Fulton1909,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Furner1958,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Fysh1835,ANTI-SOC,Anti-Socialist Party,1906-01-01,NA,NA,Anti-Socialist Party,NA,Name change
Fysh1835,FT,Free Trade,NA,1903-12-16,NA,Free Trade,NA,NA
Fysh1835,PROT,Protectionist Party,1903-12-16,1906-01-01,NA,Protectionist Party,NA,NA
Gabb1882,ALP,Australian Labor Party,NA,1931-01-01,NA,Labor,NA,NA
Gabb1882,UAP,United Australia Party,1931-01-01,NA,NA,United Australia Party,NA,NA
Gaha1894,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Gair1901,DLP,Democratic Labor Party,NA,NA,NA,Democratic Labor Party,NA,NA
Gallacher1954,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Gallagher1970,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Gallus1943,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Galvin1911,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Gambaro1958,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Gander1888,ALP,Australian Labor Party,1936-01-01,1940-01-01,NA,Labor,NA,NA
Gander1888,ALP (N-C),Australian Labor Party (Non-Communist),1940-01-01,NA,NA,Australian Labor Party (Non-Communist),NA,NA
Gander1888,LANG LAB,Lang Labor Party,NA,1936-01-01,NA,Lang Labor Party,NA,NA
Garden1882,ALP,Australian Labor Party,1936-01-01,NA,NA,Labor,NA,NA
Garden1882,LANG LAB,Lang Labor Party,NA,1936-01-01,NA,Lang Labor Party,NA,NA
Gardiner1867,ALP,Australian Labor Party,NA,1926-06-30,NA,Labor,NA,NA
Gardiner1867,PROG LAB,Progressive Labor,1928-06-05,NA,NA,Progressive Labor,NA,NA
Gardner1884,NAT,Nationalist Party,NA,1931-01-01,NA,Nationalist Party,NA,NA
Gardner1884,UAP,United Australia Party,1931-01-01,NA,NA,United Australia Party,NA,NA
Garland1934,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Garling1870,NAT,Nationalist Party,NA,NA,NA,Nationalist Party,NA,NA
Garrett1953,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Garrick1918,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Gash1944,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Gayler1943,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Gear1947,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Gee1968,NP,The Nationals,NA,NA,NA,The Nationals,NA,NA
Gellibrand1872,NAT,Nationalist Party,NA,NA,NA,Nationalist Party,NA,NA
Georganas1959,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
George1947,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Georges1920,ALP,Australian Labor Party,NA,1986-12-01,NA,Labor,1,NA
Georges1920,IND,Independent,1986-12-01,NA,NA,Independent,1,NA
Georgiou1947,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Georgiou1974,PHON,Pauline Hansons One Nation,NA,NA,NA,Pauline Hansons One Nation,NA,NA
Gerick1963,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Gibb1843,FT,Free Trade,NA,NA,NA,Free Trade,NA,NA
Gibbons1887,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Gibbons1949,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Gibbs1879,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Gibbs1922,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Gibbs1947,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Gibson1869,CP,Australian Country Party,1920-01-01,NA,NA,Nationals,NA,NA
Gibson1869,FU,Farmers Union,NA,1919-01-01,NA,Farmers Union,NA,NA
Gibson1869,VFU,Victorian Farmers Union,1919-01-01,1920-01-01,NA,Victorian Farmers Union,NA,NA
Gibson1935,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Gibson1936,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Gibson1954,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Gichuhi1962,FFP,Family First Party,NA,2017-05-03,NA,Family First Party,NA,NA
Gichuhi1962,IND,Independent,2017-05-03,2018-02-01,NA,Independent,NA,NA
Gichuhi1962,LIB,Liberal Party of Australia,2018-02-01,NA,NA,Liberal Party of Australia,NA,NA
Gietzelt1920,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Giles1923,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Giles1928,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Giles1973,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Gillard1920,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Gillard1961,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Gillespie1957,NP,The Nationals,NA,NA,NA,The Nationals,NA,NA
Gilmore1908,CP,Australian Country Party,NA,NA,NA,Nationals,NA,NA
Givens1864,ALP,Australian Labor Party,NA,1917-01-01,NA,Labor,1,NA
Givens1864,NAT,Nationalist Party,1917-01-01,NA,NA,Nationalist Party,1,NA
Glasgow1876,NAT,Nationalist Party,NA,NA,NA,Nationalist Party,NA,NA
Glassey1844,PROT,Protectionist Party,NA,NA,NA,Protectionist Party,NA,NA
Glynn1855,ANTI-SOC,Anti-Socialist Party,1906-01-01,1910-01-01,NA,Anti-Socialist Party,NA,Name change
Glynn1855,FT,Free Trade,NA,1906-01-01,NA,Free Trade,NA,NA
Glynn1855,LIB,Liberal Party of Australia,1910-01-01,1917-02-17,NA,Liberal Party of Australia,NA,NA
Glynn1855,NAT,Nationalist Party,1917-02-17,NA,NA,Nationalist Party,NA,NA
Goodenough1975,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Goodluck1933,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Gordon1865,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Gorman1926,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Gorman1984,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Gorton1911,IND,Independent,1975-05-23,NA,NA,Independent,NA,NA
Gorton1911,LIB,Liberal Party of Australia,NA,1975-05-23,NA,Liberals,NA,NA
Gosling1971,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Gould1847,ANTI-SOC,Anti-Socialist Party,1906-01-01,1913-01-01,NA,Anti-Socialist Party,1,NA
Gould1847,FT,Free Trade,NA,1906-01-01,NA,Free Trade,1,NA
Gould1847,LIB,Liberal Party of Australia,1913-01-01,NA,NA,Liberal Party of Australia,1,NA
Grace1931,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Grace1940,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Graham1867,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Graham1919,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Grant1857,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Grant1878,NAT,Nationalist Party,NA,1931-01-01,NA,Nationalist Party,1,NA
Grant1878,UAP,United Australia Party,1931-01-01,NA,NA,United Australia Party,1,NA
Grant1888,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Grassby1926,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Gray1840,FT,Free Trade,NA,NA,NA,Free Trade,NA,NA
Gray1908,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Gray1958,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Grayden1920,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Green,ALP,Australian Labor Party,NA,NA,NA,Australian Labor Party,NA,NA
Green1869,ALP,Australian Labor Party,NA,1931-01-01,NA,Labor,NA,NA
Green1869,ALP,Australian Labor Party,1936-01-01,NA,NA,Labor,NA,NA
Green1869,FLP,Federal Labor Party,1931-01-01,1936-01-01,NA,Federal Labor Party,NA,NA
Green1885,CP,Australian Country Party,NA,NA,NA,Nationals,NA,NA
Greenup1902,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Greenwood1926,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Gregory1860,CP,Australian Country Party,1920-01-01,NA,NA,Nationals,NA,NA
Gregory1860,LIB,Liberal Party of Australia,NA,1917-02-17,NA,Liberals,NA,NA
Gregory1860,NAT,Nationalist Party,1917-02-17,1920-01-01,NA,Nationalist Party,NA,NA
Greig1966,AD,Australian Democrats,NA,NA,NA,Australian Democrats,NA,NA
Grierson1951,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Griff1957,CA,Centre Alliance,2018-04-10,NA,NA,Centre Alliance,NA,NA
Griff1957,NXT,Nick Xenophon Team,NA,2018-04-10,1,Nick Xenophon Team,NA,NA
Griffin1960,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Griffiths1903,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Griffiths1952,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Griggs1969,CLP,Country Liberal Party (Northern Territory),NA,NA,NA,Country Liberal Party (Northern Territory),NA,NA
Grimes1937,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Grogan,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Groom1833,PROT,Protectionist Party,NA,NA,NA,Protectionist Party,NA,NA
Groom1852,FT,Free Trade,NA,NA,NA,Free Trade,NA,NA
Groom1867,IND,Independent,1931-12-19,1934-01-01,NA,Independent,NA,NA
Groom1867,LIB,Liberal Party of Australia,1910-01-01,1917-02-17,NA,Liberal Party of Australia,NA,NA
Groom1867,NAT,Nationalist Party,1917-02-17,1929-10-12,NA,Nationalist Party,NA,NA
Groom1867,PROT,Protectionist Party,NA,1910-01-01,NA,Protectionist Party,NA,NA
Groom1867,UAP,United Australia Party,1934-01-01,NA,NA,United Australia Party,NA,NA
Groom1944,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Guilfoyle1926,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Gullett1878,NAT,Nationalist Party,NA,1931-01-01,NA,Nationalist Party,NA,NA
Gullett1878,UAP,United Australia Party,1931-01-01,NA,NA,United Australia Party,NA,NA
Gullett1914,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Gun1936,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Guthrie1856,ALP,Australian Labor Party,NA,1917-01-01,NA,Labor,1,NA
Guthrie1856,NAT,Nationalist Party,1917-01-01,NA,NA,Nationalist Party,1,NA
Guthrie1872,NAT,Nationalist Party,NA,1931-01-01,NA,Nationalist Party,1,NA
Guthrie1872,UAP,United Australia Party,1931-01-01,NA,NA,United Australia Party,1,NA
Guy1860,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Guy1890,ALP,Australian Labor Party,NA,1931-01-01,NA,Labor,NA,NA
Guy1890,LIB,Liberal Party of Australia,1944-01-01,NA,NA,Liberal Party of Australia,NA,NA
Guy1890,UAP,United Australia Party,1931-01-01,1944-01-01,NA,United Australia Party,NA,NA
Haase1945,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Hadley1893,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Haines1945,AD,Australian Democrats,NA,NA,NA,Australian Democrats,NA,NA
Haines1961,IND,Independent,NA,NA,NA,Independent,NA,NA
Halbert1910,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Hale1969,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Hall1874,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Hall1928,LIB,Liberal Party of Australia,1976-06-01,NA,NA,Liberal Party of Australia,1,NA
Hall1928,LM,Liberal Movement,NA,1976-06-01,NA,Liberal Movement,1,NA
Hall1949,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Hallett1917,CP,Australian Country Party,NA,NA,NA,Nationals,NA,NA
Halverson1937,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Hamer1923,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Hamilton1899,CP,Australian Country Party,NA,NA,NA,Nationals,NA,NA
Hamilton1979,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Hammond1968,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Hammond1975,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Hampson1864,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Hand1942,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Handby1903,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Hannaford1903,IND,Independent,1967-02-01,NA,NA,Independent,1,NA
Hannaford1903,LIB,Liberal Party of Australia,NA,1967-02-01,NA,Liberals,1,NA
Hannan1873,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Hannan1910,LIB,Liberal Party of Australia,NA,1974-03-01,NA,Liberals,1,NA
Hannan1910,NAT LIB,National Liberal Party,1974-03-01,NA,NA,National Liberal Party,1,NA
Hansen1922,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Hanson1954,IND,Independent,NA,1997-06-01,NA,Independent,NA,NA
Hanson1954,PHON,Pauline Hansons One Nation,1997-06-01,NA,NA,Pauline Hansons One Nation,NA,NA
HansonYoung1981,GRN,Australian Greens,NA,NA,NA,Australian Greens,NA,NA
Hardgrave1960,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Harding1921,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Hardy1898,CP,Australian Country Party,NA,NA,NA,Nationals,NA,NA
Harney1865,FT,Free Trade,NA,NA,NA,Free Trade,NA,NA
Harper1842,LIB,Liberal Party of Australia,1910-01-01,NA,NA,Liberal Party of Australia,NA,NA
Harper1842,PROT,Protectionist Party,NA,1910-01-01,NA,Protectionist Party,NA,NA
Harradine1935,IND,Independent,NA,NA,NA,Independent,NA,NA
Harris1890,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Harris1937,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Harris1943,PHON,Pauline Hansons One Nation,NA,NA,NA,Pauline Hansons One Nation,NA,NA
Harrison1880,UAP,United Australia Party,NA,NA,NA,United Australia Party,NA,NA
Harrison1892,LIB,Liberal Party of Australia,1944-01-01,NA,NA,Liberal Party of Australia,NA,NA
Harrison1892,UAP,United Australia Party,NA,1944-01-01,NA,United Australia Party,NA,NA
Harrison1903,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Hart1960,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Hartnoll1841,FT,Free Trade,NA,NA,NA,Free Trade,NA,NA
Hartsuyker1959,NP,The Nationals,2003-10-01,NA,NA,Nationals,NA,NA
Hartsuyker1959,NPA,National Party of Australia,NA,2003-10-01,NA,Nationals,NA,NA
Harvey1946,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Haslem1939,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Hasluck1905,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Hastie1982,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Hatton1951,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Haviland1952,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Hawke1929,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Hawke1977,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Hawker1894,NAT,Nationalist Party,NA,1931-01-01,NA,Nationalist Party,NA,NA
Hawker1894,UAP,United Australia Party,1931-01-01,NA,NA,United Australia Party,NA,NA
Hawker1949,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Haworth1905,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Hay1865,CP,Australian Country Party,1920-01-01,1922-10-01,NA,Nationals,NA,NA
Hay1865,IND,Independent,1922-10-01,NA,NA,Independent,NA,NA
Hay1865,NAT & FARMERS,Nationalist and Farmers,NA,1920-01-01,NA,Nationalist and Farmers,NA,NA
Hayden1933,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Hayes1868,LIB,Liberal Party of Australia,1944-01-01,NA,NA,Liberal Party of Australia,1,NA
Hayes1868,NAT,Nationalist Party,NA,1931-01-01,NA,Nationalist Party,1,NA
Hayes1868,UAP,United Australia Party,1931-01-01,1944-01-01,NA,United Australia Party,1,NA
Hayes1955,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Haylen1898,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Hays1869,LIB,Liberal Party of Australia,1944-01-01,NA,NA,Liberal Party of Australia,1,NA
Hays1869,NAT,Nationalist Party,NA,1931-01-01,NA,Nationalist Party,1,NA
Hays1869,UAP,United Australia Party,1931-01-01,1944-01-01,NA,United Australia Party,1,NA
Hearn1921,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Heatley1920,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Hedges1856,LIB,Liberal Party of Australia,1910-01-01,NA,NA,Liberal Party of Australia,NA,NA
Hedges1856,WAP,Western Australia Party,NA,1910-01-01,NA,Western Australia Party,NA,NA
Heffernan1943,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Heitmann1878,NAT,Nationalist Party,NA,NA,NA,Nationalist Party,NA,NA
Henderson1857,ALP,Australian Labor Party,NA,1917-01-01,NA,Labor,1,NA
Henderson1857,NAT,Nationalist Party,1917-01-01,NA,NA,Nationalist Party,1,NA
Henderson1964,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
